class,pred1,pred2,equals,Summary,Description,Enviroment
Other,Other,Other,True,memory leaks in DOM_Element::setAttribute,Hi  i think there is a bug in DOM_Element::setAttribute methode... it's seems that this function has a memory leaks ! during an intensive use of that methode in my programme i have a lot of memory leaks.... anyone have the same probleme ?  ragards...  ntaibi@hotmail.com Morrocoo,APACHE 
Other,Configuration Bug Report,Other,False,Huge performance problem with the parser in XMLScanner::sendCharData(),"XMLScanner::sendCharData() create an XMLBuffer upon entering the function. The constructor for XMLBuffer allocates a 1K block of memory. Since the buffer is only used in one section of the code, scoping it will drastically improve performance. A patch is included below.  I also have included a patch for XMLBuffer, which allows an initial size during construction. This should make processing small amounts of data cheaper, since an initial size can be specified.  Note that this patch subsumes the patch I posted for bug 2363.  cvs diff XMLScanner2.cpp (in directory V:\xml-xerces\c\src\internal) Index: XMLScanner2.cpp =================================================================== RCS file: /home/cvs/xml-xerces/c/src/internal/XMLScanner2.cpp,v retrieving revision 1.38 diff -r1.38 XMLScanner2.cpp 843,847d842 < // Get the raw data we need for the callback < const XMLCh* rawBuf = toSend.getRawBuffer(); < const unsigned int len = toSend.getLen(); < XMLBuffer toFill; < 855,856c850,852 < // See if all the text is whitespace < const bool isSpaces = XMLReader::isAllSpaces(rawBuf, len); ï¿½ > // Get the raw data we need for the callback > const XMLCh* const rawBuf = toSend.getRawBuffer(); > const unsigned int len = toSend.getLen(); 869c865 < else if (isSpaces) ï¿½ > else if (XMLReader::isAllSpaces(rawBuf, len)) 893c889 < if (fGrammar->getGrammarType() == Grammar::SchemaGrammarType) ï¿½ > if (fDocHandler) 895,899c891,900 < // normalize the character according to schema whitespace facet < DatatypeValidator* tempDV = ((SchemaElementDecl*) topElem- >fThisElement)->getDatatypeValidator(); < ((SchemaValidator*) fValidator)->normalizeWhiteSpace (tempDV, rawBuf, toFill); < rawBuf = toFill.getRawBuffer(); < } ï¿½ > if (fGrammar->getGrammarType() != Grammar::SchemaGrammarType) >  { > fDocHandler->docCharacters(rawBuf, len, false); > } > else >  { > // The normalized data can only be as large as the > // original size, so this will avoid allocating way > // too much or too little memory. > XMLBuffer toFill(toSend.getLen()); 901,902c902,908 < if (fDocHandler) < fDocHandler->docCharacters(rawBuf, len, false); --- > // normalize the character according to schema whitespace facet > DatatypeValidator* tempDV = ((SchemaElementDecl*) topElem->fThisElement)->getDatatypeValidator(); > ((SchemaValidator*) fValidator)->normalizeWhiteSpace (tempDV, rawBuf, toFill); > > fDocHandler->docCharacters(toFill.getRawBuffer(), toFill.getLen(), false); > } > } 914c920 < fDocHandler->docCharacters(rawBuf, len, false); ï¿½ > fDocHandler->docCharacters(toSend.getRawBuffer(), toSend.getLen (), false);  ****CVS exited normally with code 1****  cvs diff XMLBuffer.hpp (in directory V:\xml-xerces\c\src\framework) Index: XMLBuffer.hpp =================================================================== RCS file: /home/cvs/xml-xerces/c/src/framework/XMLBuffer.hpp,v retrieving revision 1.5 diff -r1.5 XMLBuffer.hpp 106c106 < XMLBuffer() : ï¿½ > XMLBuffer(int capacity = 1023) : 110c110 < , fCapacity(1023) ï¿½ > , fCapacity(capacity)  ****CVS exited normally with code 1****",APACHE 
Other,Other,Other,True,Huge memory leak resulting from the use of ThreadLocal,"There is a huge memory leak that results from the TagScript's use of ThreadLocal.  ThreadLocal is usually used from a staic variable, while TagScript uses it from an instance variable. Although this looks legal to me, it causes a huge memory leak.",APACHE 
Other,Other,Other,True,OutOfMemoryError after generating several thousand pdfs,"After upgrading from fop 0.20.5 to fop 0.95 our web application crashes after generating about 15000 small size pdfs (max. 1-12 pages) with the following exception: (number of bytes varies) Exception java.lang.OutOfMemoryError: requested 65536000 bytes for GrET* in /BUILD_AREA/jdk1.5.0_10/hotspot/src/share/vm/utilities/growableArray.cpp. Out of swap space? Before crashing used heap and process memory are growing slowly but continously. (USER_MEM_ARGS=""-Xmx3072m -XX:PermSize=128m"") We already tried using newest xalan/xerces libraries (from 2.7.1 xalan distribution) and also applied bug fix from http://svn.apache.org/viewvc?view=rev&revision=698322 to our fop o.95 library, but this made no difference. And also using a fop trunk version built end of october did not help. Profiling results regarding potential memory leaks are not yet available.",APACHE 
Other,Other,Other,True,"Infinite loop when matching regular expression (Jakarta-ORO v2,0,1)","The following code sample may be used reproduce infinite loop bug in Jakarta-ORO v2.0.1. The bug exist with both the binary release and classes compiled with Sun JDK 1.3 under Linux. The execution environment is Borland JBuilder v4.0 with the JDK 1.3 attached. /* This regex performs the match as required. */ private static String EXP = ""%([a-z]*)\\(([a-z]*)\\)""; /* Using any of the following regular expression causes infinite loop, if the input string below contains three elements. private static String EXP = ""%?%([a-z]*)\\(([a-z]*)\\)""; private static String EXP = ""(%?)%([a-z]*)\\(([a-z]*)\\)""; private static String EXP = ""(%)?%([a-z]*)\\(([a-z]*)\\)""; private static String EXP = ""[%]?%([a-z]*)\\(([a-z]*)\\)""; private static String EXP = ""([%]?)%([a-z]*)\\(([a-z]*)\\)""; */ private void run() throws Exception { PatternCompiler compiler = new Perl5Compiler(); PatternMatcher matcher = new Perl5Matcher(); Pattern pattern = compiler.compile(EXP); /* Input with three elements that cause the infinite loop. */ PatternMatcherInput in = new PatternMatcherInput(""%a(a):%a(b):%a(c)""); /* Using this input does not cause any problems. PatternMatcherInput in = new PatternMatcherInput(""%a(a):%a(b)""); */ while(matcher.contains(in, pattern)) { MatchResult result = matcher.getMatch(); for(int group = 1; group < result.groups(); group++) { System.out.println(group + "": "" + result.group(group)); } System.out.println(""----------------""); } } What I am trying to do is to match patterns in format %abc(def) from input string and substitu them with other values. The bug caused the substitution fail with StringIndexBoundsException and it seems that the problem is on the Perl5Matcher -class. If the input string contains the tree matchable substrings, using any of the expressions having the sub-pattern for preceding precent -sign causes the while -loop to never stop. If the first expression is used or the input contains only two matchable elements, the output is as expected: 1: a 2: a - ---------------- 1: a 2: b - ---------------- 1: a 2: c - ---------------- The infinite loop outputs as follows: 1: a 2: a - ---------------- 1: a 2: b - ---------------- 1: a 2: a - ---------------- 1: a 2: b - ---------------- 1: a 2: a - ---------------- <and so on>",APACHE 
Other,Other,Other,True,read of unitialized memory,"In ap_rgetline_core() if the brigade (ctx->bb) contais only an EOS bucket after the ap_get_brigade() call, the for loop will stop and last_char will be read without being properly itialized.",APACHE 
Other,Other,Other,True,Memory leak in JUnit task,"I had project with hundreds of tests and running junit task failed with OutOfMemoryError: PermGen space. I ran ant in profiler and there was increasing number of AntClassLoader2 instances, which wasn't garbage collected. Number of instances corresponded to the test classes loaded in JUnit task. There is handler pointing onto these classloaders from Project class - listeners variable. So I wrote simple test case for testing this issue, which I'm sending in attachement. After looking into source code of ant, it seems, that problem is in JUnitTask class, method executeInVM in finally block: if(!reloading) condition, which cleanup classloader, should be inverted. But it is only my simple view on problem, I don't know details of JUnitTask implementation.",APACHE 
Other,Other,Other,True,OutOfMemory or NullPointer exception with short xml/xsl-fo,Created attachment 23380 [details] xsl-fo file and xml data file in .rar format Hello I had no problem with my xsl-fo file used during 2 years with a good result. But i'm getting OutOfMemory or NullPointer exception when i try to generate a pdf with the attached data file. Could you please try to generate it and say if i did something wrong ? Thank you for your help (And sorry for my english),APACHE 
Other,Other,Other,True,StackOverflow problem when using FOP in multi threaded environment,"while executing a simple pdf generation from a servlet context, there is a problem of Stack oveflow, but if i do call the same transformation commands (the same as FOP site examples, but using saxon fo having xslt2 features) a standalone application it doesn't crash: Starting Helma in directory /home/kraken/REPOSITORY Starting HTTP server on port 8090 Starting AJP13 listener on port 8009 Adding to classpath: /home/kraken/REPOSITORY/lib/ext/saxon9sa.jar Adding to classpath: /home/kraken/REPOSITORY/lib/ext/xmlgraphics-commons.jar Adding to classpath: /home/kraken/REPOSITORY/lib/ext/fop.jar Adding to classpath: /home/kraken/REPOSITORY/lib/ext/avalon-framework.jar Starting Helma 1.6.2 (September 23 2008) on Java 1.5.0_13 [2008/09/23 11:12:28] [INFO] Starting Helma 1.6.2 (September 23 2008) on Java 1.5.0_13 [2008/09/23 11:12:28] [INFO] Setting Helma Home to /home/kororaa/REPOSITORY [2008/09/23 11:12:28] [INFO] Starting AJP13-Listener on port 0.0.0.0:8009 [2008/09/23 11:12:28] [INFO] Version Jetty/5.1.14 ... [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.pdf.PDFRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.ps.PSRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.txt.TXTRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.bitmap.PNGRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.bitmap.TIFFRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.xml.XMLRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.awt.AWTRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.print.PrintRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.afp.AFPRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for Renderer: org.apache.fop.render.pcl.PCLRendererMaker [2008/09/23 12:03:11] [DEBUG] Dynamically adding maker for FOEventHandler: org.apache.fop.render.rtf.RTFFOEventHandlerMaker [2008/09/23 12:03:11] [DEBUG] target-resolution set to: 72.0dpi (px2mm=0.35277778) [2008/09/23 12:03:11] [DEBUG] Dynamically adding PDFImageHandler: org.apache.fop.render.pdf.PDFImageHandlerRawJPEG [2008/09/23 12:03:11] [DEBUG] Dynamically adding PDFImageHandler: org.apache.fop.render.pdf.PDFImageHandlerRawCCITTFax [2008/09/23 12:03:11] [DEBUG] Dynamically adding PDFImageHandler: org.apache.fop.render.pdf.PDFImageHandlerGraphics2D [2008/09/23 12:03:11] [DEBUG] Dynamically adding PDFImageHandler: org.apache.fop.render.pdf.PDFImageHandlerRenderedImage [2008/09/23 12:03:11] [DEBUG] Dynamically adding PDFImageHandler: org.apache.fop.render.pdf.PDFImageHandlerXML [2008/09/23 12:03:11] [DEBUG] userconfig is null [2008/09/23 12:03:11] [DEBUG] Registering: any,normal,400 under F5 [2008/09/23 12:03:11] [DEBUG] Registering: any,italic,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: any,oblique,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: any,normal,700 under F7 [2008/09/23 12:03:11] [DEBUG] Registering: any,italic,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: any,oblique,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: sans-serif,normal,400 under F1 [2008/09/23 12:03:11] [DEBUG] Registering: sans-serif,oblique,400 under F2 [2008/09/23 12:03:11] [DEBUG] Registering: sans-serif,italic,400 under F2 [2008/09/23 12:03:11] [DEBUG] Registering: sans-serif,normal,700 under F3 [2008/09/23 12:03:11] [DEBUG] Registering: sans-serif,oblique,700 under F4 [2008/09/23 12:03:11] [DEBUG] Registering: sans-serif,italic,700 under F4 [2008/09/23 12:03:11] [DEBUG] Registering: SansSerif,normal,400 under F1 [2008/09/23 12:03:11] [DEBUG] Registering: SansSerif,oblique,400 under F2 [2008/09/23 12:03:11] [DEBUG] Registering: SansSerif,italic,400 under F2 [2008/09/23 12:03:11] [DEBUG] Registering: SansSerif,normal,700 under F3 [2008/09/23 12:03:11] [DEBUG] Registering: SansSerif,oblique,700 under F4 [2008/09/23 12:03:11] [DEBUG] Registering: SansSerif,italic,700 under F4 [2008/09/23 12:03:11] [DEBUG] Registering: serif,normal,400 under F5 [2008/09/23 12:03:11] [DEBUG] Registering: serif,oblique,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: serif,italic,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: serif,normal,700 under F7 [2008/09/23 12:03:11] [DEBUG] Registering: serif,oblique,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: serif,italic,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: monospace,normal,400 under F9 [2008/09/23 12:03:11] [DEBUG] Registering: monospace,oblique,400 under F10 [2008/09/23 12:03:11] [DEBUG] Registering: monospace,italic,400 under F10 [2008/09/23 12:03:11] [DEBUG] Registering: monospace,normal,700 under F11 [2008/09/23 12:03:11] [DEBUG] Registering: monospace,oblique,700 under F12 [2008/09/23 12:03:11] [DEBUG] Registering: monospace,italic,700 under F12 [2008/09/23 12:03:11] [DEBUG] Registering: Monospaced,normal,400 under F9 [2008/09/23 12:03:11] [DEBUG] Registering: Monospaced,oblique,400 under F10 [2008/09/23 12:03:11] [DEBUG] Registering: Monospaced,italic,400 under F10 [2008/09/23 12:03:11] [DEBUG] Registering: Monospaced,normal,700 under F11 [2008/09/23 12:03:11] [DEBUG] Registering: Monospaced,oblique,700 under F12 [2008/09/23 12:03:11] [DEBUG] Registering: Monospaced,italic,700 under F12 [2008/09/23 12:03:11] [DEBUG] Registering: Helvetica,normal,400 under F1 [2008/09/23 12:03:11] [DEBUG] Registering: Helvetica,oblique,400 under F2 [2008/09/23 12:03:11] [DEBUG] Registering: Helvetica,italic,400 under F2 [2008/09/23 12:03:11] [DEBUG] Registering: Helvetica,normal,700 under F3 [2008/09/23 12:03:11] [DEBUG] Registering: Helvetica,oblique,700 under F4 [2008/09/23 12:03:11] [DEBUG] Registering: Helvetica,italic,700 under F4 [2008/09/23 12:03:11] [DEBUG] Registering: Times,normal,400 under F5 [2008/09/23 12:03:11] [DEBUG] Registering: Times,oblique,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: Times,italic,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: Times,normal,700 under F7 [2008/09/23 12:03:11] [DEBUG] Registering: Times,oblique,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: Times,italic,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: Courier,normal,400 under F9 [2008/09/23 12:03:11] [DEBUG] Registering: Courier,oblique,400 under F10 [2008/09/23 12:03:11] [DEBUG] Registering: Courier,italic,400 under F10 [2008/09/23 12:03:11] [DEBUG] Registering: Courier,normal,700 under F11 [2008/09/23 12:03:11] [DEBUG] Registering: Courier,oblique,700 under F12 [2008/09/23 12:03:11] [DEBUG] Registering: Courier,italic,700 under F12 [2008/09/23 12:03:11] [DEBUG] Registering: Symbol,normal,400 under F13 [2008/09/23 12:03:11] [DEBUG] Registering: ZapfDingbats,normal,400 under F14 [2008/09/23 12:03:11] [DEBUG] Registering: Times-Roman,normal,400 under F5 [2008/09/23 12:03:11] [DEBUG] Registering: Times-Roman,oblique,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: Times-Roman,italic,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: Times-Roman,normal,700 under F7 [2008/09/23 12:03:11] [DEBUG] Registering: Times-Roman,oblique,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: Times-Roman,italic,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: Times Roman,normal,400 under F5 [2008/09/23 12:03:11] [DEBUG] Registering: Times Roman,oblique,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: Times Roman,italic,400 under F6 [2008/09/23 12:03:11] [DEBUG] Registering: Times Roman,normal,700 under F7 [2008/09/23 12:03:11] [DEBUG] Registering: Times Roman,oblique,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: Times Roman,italic,700 under F8 [2008/09/23 12:03:11] [DEBUG] Registering: Computer-Modern-Typewriter,normal,400 under F9 [2008/09/23 12:03:11] [DEBUG] Building formatting object tree [2008/09/23 12:03:11] [DEBUG] Current heap size: 7229KB [2008/09/23 12:03:11] [DEBUG] Starting layout [2008/09/23 12:03:11] [DEBUG] [1] [2008/09/23 12:03:11] [DEBUG] PLM> flow BPD =792870 [2008/09/23 12:03:11] [DEBUG] start of the next element list is: page=1 col=0 [2008/09/23 12:03:11] [ERROR] null: java.lang.StackOverflowError java.lang.StackOverflowError at java.lang.ThreadLocal.get(ThreadLocal.java:125) at sun.misc.FloatingDecimal.developLongDigits(FloatingDecimal.java:312) at sun.misc.FloatingDecimal.dtoa(FloatingDecimal.java:549) at sun.misc.FloatingDecimal.(FloatingDecimal.java:442) at java.lang.StringBuffer.append(StringBuffer.java:365) at org.apache.fop.fo.properties.PercentLength.toString(PercentLength.java:121) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.flow.table.TableColumn.toString(TableColumn.java:233) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.datatypes.LengthBase.toString(LengthBase.java:135) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.properties.PercentLength.toString(PercentLength.java:121) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.flow.table.TableColumn.toString(TableColumn.java:233) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.datatypes.LengthBase.toString(LengthBase.java:135) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.properties.PercentLength.toString(PercentLength.java:121) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.flow.table.TableColumn.toString(TableColumn.java:233) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.datatypes.LengthBase.toString(LengthBase.java:135) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.properties.PercentLength.toString(PercentLength.java:121) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.flow.table.TableColumn.toString(TableColumn.java:233) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.datatypes.LengthBase.toString(LengthBase.java:135) at java.lang.String.valueOf(String.java:2615) at java.lang.StringBuffer.append(StringBuffer.java:220) at org.apache.fop.fo.properties.PercentLength.toString(PercentLength.java:121) at java.lang.String.valueOf(String.java:2615) ... It seems a problem in the FOP library, or maybe a clash of some java classe in path.",APACHE 
Other,Configuration Bug Report,Other,False,FilePolicyManager infinite loop,"The following code in FilePolicyManager.java leads to an infinite loop when an url contains other characters than [\w-._~]. //The live area should be restrictive and will use the policy belonging to self-or-ancestor if (url.startsWith(""/live"")) { while (url.indexOf(""/"") >= 0) { policy = buildSubtreePolicy(controller, url+""/""); policies.add(policy); if(!policy.isEmpty()) { url=""""; } else { url=url.replaceFirst(""/[\\w\\-\\.\\_\\~]*$"",""""); } } }",APACHE 
Other,Other,Other,True,"Ant 1,8 exec task changes have slowed exec to a crawl","Created attachment 29578 [details] Restores the exec task speed to ant 1.7 times Changes made between ant 1.7 and ant 1.8 slowed the exec task to a crawl. The reason is that it changed blocking I/O to to polled I/O with a period of 100 ms. In effect any task that completes inside of the 100 ms window will have to wait for the sleep(100) call to finish at which point the non-blocking read call realizes it has exhausted all data and actually exits. The correct approach is to go back to blocking reads but upon detection of process termination follow a few simple steps: 1. Use non-blocking available() call on the input ends of the subprocess's stdout,stderr streams and spin w/ 100 ms sleep until no bytes are available. You can be certain this will exhaust all output because it runs after it is known that the subprocess has already exited. 2. Call destroy() on the process object. This closes the input streams which has the effect of unblocking the blocked read calls. 3. Continue with the rest of the original code which is to stop the stream handler which joins the reading threads. Because the read calls have been unblocked and exhausted all input the join will complete immediately in all cases. This has been tested on OS X 10.8 Mountain Lion and it restores the exec task speed back to ant 1.7 series levels (i.e. 20 seconds to run our exec-heavy build task instead of 2-3 minutes). It will obviously require testing on the Windows platform where the original Bug 5003 was reported to verify it didn't regress that bug fix.",APACHE 
Other,Other,Other,True,Attribute number-columns-spanned leads to the endless loop,"In FO, a table is nested into another table and the cell that table locates in has the property number-columns-spanned set to 3. If this property is removed, then all are OK and the produced PDF has more than one page. Or else the FOP drops into the infinite loop.",APACHE 
Other,Other,Other,True,unreliable coordination between daemon and request thread for BusyTimeout processing,"See references to busy_timeout in fcgid_bridge.c (request thread) and fcgid_pm_main.c (daemon) for the implementation of BusyTimeout processing. Currently, the two threads need to agree on whether or not the app will be timed out, or both may release the corresponding procnode structure. A fudge factor (10 seconds) is added to the BusyTimeout setting in the daemon when checking for a timeout, presumably to reduce the likelihood that the timeout is processed (i.e., the daemon releases the procnode structure) but the request thread doesn't think so (i.e., the request thread also releases the procnode structure). Note that this implementation also requires the busy_timeout value to be propagated from the main server conf to the virtual host conf in fcgid_conf.c. Hopefully that propagation can be removed when this is resolved.",APACHE 
Other,Other,Other,True,XMLWhiteSpaceHandler leaks memory,org.apache.fop.fo.XMLWhiteSpaceHandler does not remove certain blocks from it's nestedBlockStack.,APACHE 
Other,Other,Other,True,Performance problem in method TypeUtil.resolveInParents(),User-Agent: Mozilla/5.0 (Windows,ECLIPSE
Other,Other,Configuration Bug Report,False,[eclipseme] Include EclipseME 1.7.9 bug fix,eclispeME 1.7.8 has a small issue in the JAR generation. It is necessary to commit this code,ECLIPSE
Other,Other,Other,True,Error when debugging using xDebug,User-Agent: Mozilla/5.0 (Macintosh,ECLIPSE
Other,Other,Other,True,[Decorators] UI freezes while checking out project,"Build 20021213 I was checking out org.eclipse.jdt.ui.tests.refactoring and the whole UI froze at the end of the operation (progress dialog was still up) and CPU was at 100%. Note that I use the CVS label decorator. Here is the stack of the main thread: ""main"" prio=5 tid=0x00234D48 nid=0xaac runnable [6e000..6fc40] at org.eclipse.swt.internal.win32.OS.SendMessageW(Native Method) at org.eclipse.swt.internal.win32.OS.SendMessage(OS.java:1768) at org.eclipse.swt.widgets.TreeItem.getItems(TreeItem.java:403) at org.eclipse.jface.viewers.TreeViewer.getChildren(TreeViewer.java:113) at org.eclipse.jface.viewers.AbstractTreeViewer.internalFindItem (AbstractTreeViewer.java:805) at org.eclipse.jface.viewers.AbstractTreeViewer.internalFindItem (AbstractTreeViewer.java:808) at org.eclipse.jface.viewers.AbstractTreeViewer.doFindItem (AbstractTreeViewer.java:320) at org.eclipse.jface.viewers.StructuredViewer.findItem (StructuredViewer.java:289) at org.eclipse.jface.viewers.StructuredViewer.update (StructuredViewer.java:1086) at org.eclipse.jface.viewers.StructuredViewer.update (StructuredViewer.java:1051) at org.eclipse.jface.viewers.StructuredViewer.handleLabelProviderChanged (StructuredViewer.java:521) at org.eclipse.jdt.internal.ui.javaeditor.JavaOutlinePage$JavaOutlineViewer.handleL abelProviderChanged(JavaOutlinePage.java:632) at org.eclipse.jface.viewers.ContentViewer$1.labelProviderChanged (ContentViewer.java:68) at org.eclipse.ui.internal.decorators.DecoratorManager.fireListeners (DecoratorManager.java:145) at org.eclipse.ui.internal.decorators.DecoratorManager.labelProviderChanged (DecoratorManager.java:434) at org.eclipse.jface.viewers.LabelProvider.fireLabelProviderChanged (LabelProvider.java:54) at org.eclipse.team.internal.ccvs.ui.CVSLightweightDecorator.access$0 (CVSLightweightDecorator.java:1) at org.eclipse.team.internal.ccvs.ui.CVSLightweightDecorator$3.run (CVSLightweightDecorator.java:503) at org.eclipse.swt.widgets.RunnableLock.run(RunnableLock.java:31) at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages (Synchronizer.java:94) - locked <0835C6B8> (a org.eclipse.swt.widgets.RunnableLock) at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java:1669) at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:1414) at org.eclipse.jface.operation.ModalContext$ModalContextThread.block (ModalContext.java:130) at org.eclipse.jface.operation.ModalContext.run(ModalContext.java:255) at org.eclipse.jface.dialogs.ProgressMonitorDialog.run (ProgressMonitorDialog.java:351) at org.eclipse.team.internal.ccvs.ui.actions.CVSAction.run (CVSAction.java:262) at org.eclipse.team.internal.ccvs.ui.actions.AddToWorkspaceAction.execute (AddToWorkspaceAction.java:60) at org.eclipse.team.internal.ccvs.ui.actions.CVSAction.run (CVSAction.java:69) at org.eclipse.ui.internal.PluginAction.runWithEvent (PluginAction.java:250) at org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection (ActionContributionItem.java:411) at org.eclipse.jface.action.ActionContributionItem.handleWidgetEvent (ActionContributionItem.java:365) at org.eclipse.jface.action.ActionContributionItem.access$0 (ActionContributionItem.java:356) at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent (ActionContributionItem.java:48) at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:77) at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:825) at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:1692) at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:1410) at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:1403) at org.eclipse.ui.internal.Workbench.run(Workbench.java:1386) at org.eclipse.core.internal.boot.InternalBootLoader.run (InternalBootLoader.java:845) at org.eclipse.core.boot.BootLoader.run(BootLoader.java:462) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke (NativeMethodAccessorImpl.java:39) at sun.reflect.DelegatingMethodAccessorImpl.invoke (DelegatingMethodAccessorImpl.java:25) at java.lang.reflect.Method.invoke(Method.java:324) at org.eclipse.core.launcher.Main.basicRun(Main.java:247) at org.eclipse.core.launcher.Main.run(Main.java:703) at org.eclipse.core.launcher.Main.main(Main.java:539)",ECLIPSE
Other,Other,Other,True,"Bug in computation of Standard Disease Models, possible underflow for extreme parameters","In all Standard Disease Models, we are independantly calculating the deaths from each state as well as the people leaving that state (ie ""additions"" to the next state). We are then applying these independantly to the current state. This is a bug under some conditions. If the number of people dieing + number leaving the state exceeds the number in the state. Resolution: 1) We calculated the deaths as before 2) We calculate the additions or transitions as before 3) We APPLY the deaths first 4) We CHECK in appling the transition OUT FIRST that the number leaving never exceeds the total remaining in the state after deaths (3). If so, we reduce the transition value to the remaining state value. 5a) We apply the transitions OUT 5b) We apply the additions IN (same validated number) 6) We add the births (do this last because we don't want to hide the underflow).",ECLIPSE
Other,Other,Other,True,JSP Editor: Memory leaking after a working a few hours with jsp files,"The problem occurs regularly, this means every time I edit JSP-Files the java system memory allocation increases. The crash of eclipse occurs proportional to the number of jsp files I have got opened fast. The error log contains this: !ENTRY org.eclipse.core.runtime 4 2 2005-05-18 10:47:34.987 !MESSAGE An internal error occurred during: ""Building workspace"". !STACK 0 java.lang.OutOfMemoryError: Java heap space !ENTRY org.eclipse.ui 4 4 2005-05-18 10:47:38.642 !MESSAGE Unhandled event loop exception !ENTRY org.eclipse.ui 4 0 2005-05-18 10:47:38.642 !MESSAGE Java heap space !STACK 0 java.lang.OutOfMemoryError: Java heap space !ENTRY org.eclipse.ui 4 4 2005-05-18 10:47:40.110 !MESSAGE Unhandled event loop exception !ENTRY org.eclipse.core.runtime 4 2 2005-05-18 10:47:40.126 !MESSAGE An internal error occurred during: ""Building workspace"". !STACK 0 java.lang.OutOfMemoryError: Java heap space !ENTRY org.eclipse.ui 4 0 2005-05-18 10:47:40.126 !MESSAGE Java heap space !STACK 0 java.lang.OutOfMemoryError: Java heap space These are the only serious errors that occur.",ECLIPSE
Other,Other,Other,True,infinite loop when trying to initialize datapool with CSV containing embedded commas in fields,"I was using a very simple CSV: ""New York, NY"",""Raleigh, NC"" ""Columbus, OH"",""Atlanta, GA""",ECLIPSE
