Bug-ID,Project,Classification,Summary,Description,Link,Enviroment,llm_pred,Explanation
38827,Core,Other,startDownload string not localizable,"in /chrome/global/locale/unknownContent.dtd, the string startDownload is a raw string that needs to be made into a formatted string so it can be localized.",38827,MOZILLA,Configuration,"The bug report describes an issue with a string in a locale file (unknownContent.dtd) that needs to be formatted for localization. Locale files are configuration artifacts that determine how the application is presented in different languages. The issue is about making the string localizable, which is a configuration concern."
96284,Core,Other,uneval(); Error.prototype.toSource() does not escape quotes correctly,"From Bugzilla Helper: User-Agent: Mozilla/5.0 (Windows; U; Win95; en-US; rv:0.9.3) Gecko/20010801 BuildID: Mozilla/5.0 (Windows; U; Win95; en-US; rv:0.9.3) Gecko/20010801 The toSource() method of Error.prototype incorrectly handles the quotes for a literal string. An attempt to eval() code it outputs clearly will produce an error. I've been seeing this since Netscape 6.0, although I hadn't recognized it as a bug. Reproducible: Always Steps to Reproduce: 1. Run the following JavaScript code. try { var x = ""A"".toNumber() // lineNumber == 6 alert(""Hello"") } catch (exception) { document.write(exception.toSource()) throw exception } Actual Results: The page writes: (new TypeError(""""A"".toNumber is not a function"", ""file:///C:/WIN95/DESKTOP/Book/2013/Lab.htm"", 9)) Expected Results: The page should write: (new TypeError(""\""A\"".toNumber is not a function"", ""file:///C:/WIN95/DESKTOP/Book/2013/Lab.htm"", 9)) Mr. Martin Honnen deserves credit for this one; although my code detected the bug, I did not recognize it as a bug. He recognized the faulty output from Netscape 6.00. After reviewing his comments, I re-ran the code in Mozilla 0.9.3 milestone build and saw the same results.",96284,MOZILLA,Other,"The bug report describes an issue with the toSource() method of Error.prototype not escaping quotes correctly, leading to errors when eval() is used on the output. This is a code defect rather than a configuration issue."
32573,Core Graveyard,Other,AutoTranslate does not translate Japanese pages into English,"AutoTranslate does not translate any Japanese pages into English. Steps of reproduce 1. Select menu View|Translate 2. Enter above URL 3. Select from ""Japanese"" and to ""English"" 4. Click on ""Gist!"" button In the status bar, ""Transferring data from www.teletranslator.com"" displays for a while, Then, ""*** No Translation Begin***"" at the top of the page and the contents of the page is not translated in to English. It still in Japanese. I tested several Japanesea pages, and none of them worked. www.nikkei.co.jp www.mainichi.co.jp I tested this in 2000032006 M15 nb1b Linux, Mac, and Win32 build.",32573,MOZILLA,Configuration,"The bug report describes a failure of the AutoTranslate feature, which likely depends on configuration settings related to language support, translation services, or network connectivity. The issue is not explicitly tied to a code defect but rather to the configuration of the translation service."
21670,MailNews Core,Other,mozilla Windows build of 12/13 crashes reading particular message,"I am sending Alec and mscott an email that was sent out earlier that causes the 1999-12-13-09-M12 Win32 mozilla/commercial build complete] build to crash along with crashing my HP-UX debug version. In my HP debug build I traced it too the following mailnews/local/src/nsLocalMailFolder.cpp line 1558. When I debug this on HP (I am not sure if it is the exact same problem on windows), I go through the while (aLength > 0) loop 3 times. 1st time m_leftOver = 0; 2nd time m_leftOver = 1735 3rd time (before line 1558) m_leftOver = 4096 3rd time (after line 1558) m_leftOver = 1852728684 Which really screws up line 1560.",21670,MOZILLA,Other,"The bug report describes a crash in the mailnews component, specifically within the nsLocalMailFolder.cpp file. The issue appears to be related to how the code handles message parsing and buffer management, leading to memory corruption. This indicates a code defect rather than a configuration problem."
158087,Mozilla,Other,dead link to cryptographic code,"In Section 10.2, the link http://home.netscape.com/eng/US-Current/faq.html#bigbrother redirects to http://wp.netscape.com/eng/US-Current/faq.html#bigbrother resulting in a page not found error.",158087,MOZILLA,Configuration,"The bug report describes a dead link in a documentation page, which is a configuration issue related to the documentation setup."
131713,Mozilla,Other,Invalid Return in JavaScript,"I get the following error in the terminal when visiting the above URL. Error: invalid return Source File: http://mozilla.org/start/ Line: 80, Column: 35 Source Code: if (builddate == ""0000000000"") return; // if the build date is all zeros, assume the user self-built",131713,MOZILLA,Other,"The bug report describes an error in JavaScript code related to an invalid return statement. It does not appear to be related to configuration issues, but rather a code defect."
3150,SeaMonkey,Other,incomplete .zip file,The Mozilla-win32.zip file doesn't contain the imagehlp.dll - required by just about every .exe in the zip. End result: It don't work.,3150,MOZILLA,Configuration,"The bug report describes a missing DLL file in the distribution package, which is a configuration/packaging issue rather than a code defect. The missing file prevents the application from running, indicating a problem with the deployment or build configuration."
33692,SeaMonkey,Other,Netcenter search pages are supposedly UTF-8 encoded; but are sending back bad data,"In Mozilla, if you search Netcenter (see exact full URL above) for ""Jennifer Lopez"", you'll notice that the list of results in the sidebar is incorrect. (We only display five results.) Look carefully at the third ""Web Site Category"" item. Its ""Lopez, Jennifer - found in: World>Espanol>..."". Notice how the ""Ã±"" in ""EspaÃ±ol"" is an n-umlaut. If you look at the HTML source, you'll find: <LI><a href=""http://directory.netscape.com/World/EspaÃ±ol/Artes/Cine/Actrices_y_Actores/ L/Lopez,_Jennifer""> but the n-umlaut isn't UTF-8 encoded. We either need all Netcenter search data to be properly UTF-8 encoded, or if they are using some other encoding, the associated encoding numbers needs to be described in all of our Netcenter Sherlock files. Without this being fixed, Netcenter search results with improperly encoding data will cause problems with Mozilla's search sidebar panel. John, can you work on this with Netcenter folks? Thanks.",33692,MOZILLA,Configuration,"The bug report describes an issue with character encoding in Netcenter search results, specifically the incorrect display of 'Ã±' in 'EspaÃ±ol'. The report suggests that either the Netcenter search data needs to be properly UTF-8 encoded or the encoding needs to be specified in the Netcenter Sherlock files. This indicates a configuration problem related to character encoding settings rather than a code defect."
34912,SeaMonkey,Other,JA: The orange gif in center of side bar panel rakuten [ichiba] produces a page not found error when clicked on in the sidebar pannel its self.,From Bugzilla Helper: User-Agent: Mozilla/6.0 (Windows NT 4.0) BuildID: 2000033112 Reproducible: Always Steps to Reproduce: 1. click on orange gif in the center of the rakuten [ichiba] side bar panel 2. results in a page not found error,34912,MOZILLA,Other,"The bug report describes a 'page not found' error when clicking a GIF in a sidebar panel. This is likely a broken link or a server-side issue, not a configuration problem within the SeaMonkey application itself."
35076,SeaMonkey,Other,"""Ticket OnlineEvents"" search extended char. problem","The ""Ticket OnlineEvents"" search widget has problems with extended characters. I performed a search for ""MÃ¼nchener Freiheit"" and got""MÃƒÆ’Ã‚Â¼nchener Freiheit"" as the search result.",35076,MOZILLA,Other,"The bug report describes an issue with character encoding in a search widget, which is likely a code defect rather than a configuration problem. It doesn't mention any configuration files, settings, or deployment issues."
42873,SeaMonkey,Other,Client generates corrupted UTF-8 for keyword search,The client code applies a wrong charset conversion and generates incorrect URL strings for keyword search. This diables all non ASCII keyword search (and following fallback searches) unfunctional.,42873,MOZILLA,Other,"The bug report describes a character encoding issue in the client code, which leads to incorrect URL strings. This is a code defect rather than a configuration problem."
49288,SeaMonkey,Other,Crash accessing non existent jar files,"Netscape 6 and M17 running under Windows NT4.0 SP5 immediately crashes, if a non existent jar file is accessed via the jar:http://xxx url.",49288,MOZILLA,Configuration,"The bug report describes a crash when accessing a non-existent JAR file via a URL. This suggests a configuration issue related to how the system handles missing or invalid JAR file references, rather than a code defect. The environment (Windows NT4.0 SP5) also points to a potential configuration-related problem."
169064,Bugzilla,Other,review: colchange.cgi is not localisable; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #163790: colchange.cgi is not localisable, attachment #98361 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=98361&action=edit Additional Comments from Requester: Tobias, could you take a look at this for me? :-) Thanks, Gerv",169064,MOZILLA,Other,"The bug report discusses a patch for localization issues in colchange.cgi. It does not mention any configuration files, environment variables, or system settings. Therefore, it is not a configuration bug."
173157,Bugzilla,Other,review: Remove old reporting (most doomed etc.); Patch v.2,"Gervase Markham <gerv@mozilla.org> has requested review for bug #172959: Remove old reporting (most doomed etc.), attachment #101928 [details] [diff] [review]: Patch v.2. http://bugzilla.mozilla.org/attachment.cgi?id=101928&action=edit Additional Comments from Requester: This removes all the old reporting cruft. Basically, a review will involve applying the patch and making sure charting still works, as that's all that's left in reports.cgi now :-) You don't have to review this - and it's certainly not more important than the other one - but it's nice to get rid of old, bad code :-) Gerv",173157,MOZILLA,Other,"The bug report describes a code review request for removing old reporting code. It does not involve configuration files, settings, or deployment issues. Therefore, it is not a configuration bug."
