Bug-ID;Project;Classification;Summary;Description;Link;Enviroment;Tags;Dataset
STR-132;Struts;Other;Error masked by nested try-catch blocks;Struts tags save errors in the Action.EXCEPTION_KEY attribute. This works fine as long as that attribute does not get overridden by a tag that recursively encapsulates the one that generated the exception. Specifically this problem occurs in <template:get> and <template:insert> tags.  One solution I see is for those tags to leave the attribute alone. Another - to leave it alone only if the exception is instanceof JSPException. A third option would be to leave it alone if it is not null.;https://issues.apache.org/jira/browse/STR-132?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC;APACHE ;;NABATS
VELOCITY-18;Velocity;Other;Assigning null value to variable appears to be a no-op;"I created an array with alternating null and non-null values:  context.put(""test"", new String[]  { null, ""a"", null, ""b"", null } );  In the vm file, I have this code:  #foreach ($x in $test) element: $x #if ($x)conditional: $x #end  Here is the output:  element: $x element: a conditional: a element: a conditional: a element: b conditional: b element: b conditional: b  I believe the correct output would be:  element: $x element: a conditional: a element: $x element: b conditional: b element: $x  In other words, once a variable has a non-null value, it looks as if the assignment of a null value is handled incorrectly, leaving the value of the variable unchanged.  Jack Orenstein";https://issues.apache.org/jira/browse/VELOCITY-18?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22TESTING%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC;APACHE ;;NABATS
AXIS-1403;Axis;Other;calling MessageElement#getChildren with a Text-Only content returns an empty list;"I am using Axis with the message style, i.e. I only implement a simple class that implements a method  public Document <anyname> ( Document document )  the method currently only returns the document that has been sended. The request I am sending looks like:  <foo>bar</foo>  but when I try to retrieve the ""bar"" with:  domElement.getFirstChild()  or check if there are children with:  domElement.getChildNodes().getLength()  the return value is 0 (hasChildren() throws a NullPointerException). Funny thing is that  System.out.println(domElement)  prints ""<foo>bar</foo>"".  I then tried to debug MessageElement, but did not get very far. The internal ""children"" List is empty or even not yet created. And when I tried to debug the #toString() method I got lost.  Since MessageElement claims to implement org.w3c.dom.Element interface, it should contain a single child element (a text node).";https://issues.apache.org/jira/browse/AXIS-1403?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC;APACHE ;;NABATS
HARMONY-56;Harmony;Other;java.net.InetAddress.getAllByName(null) throws UnknownHostException instead of valid InetAddress;"According to j2se 1.4.2 specification java.net.InetAddress.getAllByName(String host) method allows a host is null. In this case the InetAddress representing an address of the loopback interface is returned. But as we can see from the test listed below java.net.InetAddress.getAllByName(null) throws UnknownHostException instead of valid InetAddress.  Code to reproduce: import java.net.*; public class test2 { public static void main (String[] args) {  try { InetAddress[] ia = InetAddress.getAllByName(null); for (int i = 0; i<ia.length; i++)  { System.out.println(""***InetAddress.getAllByName(null)[""+i+""] returned "" + ia[i]); } } catch (Exception e)  { System.out.println(""***Unexpected exception:"" + e); } } }  Steps to Reproduce: 1. Build Harmony (check-out on 2006-01-30) j2se subset as described in README.txt. 2. Compile test2.java using BEA 1.4 javac > javac -d . test2.java 3. Run java using compatible VM (J9) > java -showversion test2  Output: C:\tmp>C:\jrockit-j2sdk1.4.2_04\bin\java.exe -showversion test2 java version ""1.4.2_04"" Java(TM) 2 Runtime Environment, Standard Edition (build 1.4.2_04-b05) BEA WebLogic JRockit(TM) 1.4.2_04 JVM (build ari-31788-20040616-1132-win-ia32, Native Threads, GC strategy: parallel) ***InetAddress.getAllByName(null)[0] returned localhost/127.0.0.1  C:\tmp>C:\harmony\trunk\deploy\jre\bin\java -showversion test2 (c) Copyright 1991, 2005 The Apache Software Foundation or its licensors, as applicable. ***Unexpected exception:java.net.UnknownHostException: No host name provided  Suggested junit test case: ------------------------ InetAddressTest.java ------------------------------------------------- import java.net.*; import junit.framework.*;  public class InetAddressTest extends TestCase { public static void main(String[] args)  { junit.textui.TestRunner.run(InetAddressTest.class); }  public void test_getAllByName() { try  { InetAddress[] ia = InetAddress.getAllByName(null); assertEquals (""Assert 0: getAllByName() returns incorrect value "" + ia[0].toString(),""localhost/127.0.0.1"",ia[0].toString()); } catch (Exception e)  { fail(""Assert 1: Unexpected exception:"" + e); } } }";https://issues.apache.org/jira/browse/HARMONY-56?jql=issuetype%20%3D%20Bug%20AND%20status%20in%20(Resolved%2C%20Closed)%20AND%20text%20~%20%22interface%22%20ORDER%20BY%20cf%5B12310220%5D%20ASC%2C%20cf%5B12312823%5D%20ASC;APACHE ;;NABATS
15840;Taglibs;Other;MessageTag causes NullPointer Exception;MessageTag.java uses _bundle (line 268), that causes an NullPointer Exception. Even the standard example (i18n-examples/bundle_standard.jsp) is not working well. SOLUTION: user this.getBundle() instead and the NullPointer bug is solved, please include in next nightly build, thanks.;15840;APACHE ;;NABATS
16288;Apache httpd-2;Other;Crash on console startup in ap_recent_ctime;"Platform: Win98SE/P3733/640M RAM Steps to reproduce: 1) Install 2.0.44 on a Win98SE box 2) Do: Start -> Programs -> Apache HTTP 2.0.44 Server -> Control Apache Server -> Start Apache in Console results: A Modal dialog box is displayed. Details to follow. background: This machine has been running 2.x happily since 2.0.39 I saw the email tonight about the vuln, so I used win98 add/remove programs and uninstalled 2.0.43 and installed 2.0.44. Crashed on first try. I figured, ""OK, I'll move httpd.conf outta the way and try installing again"". Same thing. I uninstalled 2.0.44 again, deleted the entired apache directory and tried reinstalling. Installation went great, but upon console lauch it crashed with the following error (and yes, I know I should use a *real* OS, but someone has to test this stuff on Win32 :): APACHE caused an invalid page fault in module LIBHTTPD.DLL at 0167:6ff18a08. Registers: EAX=0000a264 CS=0167 EIP=6ff18a08 EFLGS=00010206 EBX=00000004 SS=016f ESP=0057dc24 EBP=005c62bc ECX=6eed5758 DS=016f ESI=0000000a FS=4db7 EDX=0057dc2c ES=016f EDI=00000004 GS=4ed6 Bytes at CS:EIP: 8a 14 81 8d 04 81 8b 4c 24 38 88 11 8a 50 01 41 Stack dump: 00000004 005e2f54 000a6040 0000dba4 00006ff0 000029b9 00000059 00000059 00007b14 0000a264 000163de fffd98ec de36058e 6ff0d84f 0057dc79 4fab6000 Back to 2.0.43 for me, until this works.....";16288;APACHE ;;NABATS
36297;Lenya;Other;Delete Language Version does not work;It just doesn't delete the language version.;36297;APACHE ;;NABATS
1264;JMeter;Other;timers control doesnt match with results;The class SSLStaticProvider (or should it be SSL.StaticProvider?) contains an import of the com.sun.net.ssl package of Sun's jsse implementation. This shouldn't be hard-coded, as it does not allow now to change to other implementations. Version 1.6 Alpha;1264;APACHE ;;NABATS
39712;Fop - Now in Jira;Other;"NullPointerExeption on table with border-separation=""[value]""";"In the new FOP Version we got the NullPointerExeption always when we use the attribute ""border-separation"" on table. This bug is easy to find. Try the following xsl. Background: the new altova stylevision 2006 make intensive use of border- separation when you want to design tables. The previous version had a different handling. That was the reason why the bug was discovered. Because of the advantages of FOP 0.92 we don't want to go back to FOP 0.20.5 (this Version has no problems). <?xml version=""1.0"" encoding=""UTF-8""?> <xsl:stylesheet version=""1.0"" xmlns:xsl=""http://www.w3.org/1999/XSL/Transform"" xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:fn=""http://www.w3.org/2005/xpath-functions"" xmlns:xdt=""http://www.w3.org/2005/xpath-datatypes"" xmlns:xs=""http://www.w3.org/2001/XMLSchema""> <xsl:output version=""1.0"" method=""html"" encoding=""UTF-8"" indent=""no"" /> <xsl:variable name=""fo:layout-master-set""> <fo:layout-master-set> <fo:simple-page-master master-name=""default-page"" page- height=""11in"" page-width=""8.5in"" margin-left=""0.6in"" margin-right=""0.6in""> <fo:region-body margin-top=""0.79in"" margin-bottom=""0.79in"" /> </fo:simple-page-master> </fo:layout-master-set> </xsl:variable> <xsl:template match=""/""> <xsl:variable name=""maxwidth"" select=""7.30000"" /> <fo:root> <xsl:copy-of select=""$fo:layout-master-set"" /> <fo:page-sequence master-reference=""default-page"" initial-page- number=""1"" format=""1""> <fo:flow flow-name=""xsl-region-body""> <fo:block> <xsl:variable name=""tablewidth0"" select=""$maxwidth * 1.00000"" /> <xsl:variable name=""sumcolumnwidths0"" select=""0.04167"" /> <xsl:variable name=""defaultcolumns0"" select=""1"" /> <xsl:variable name=""defaultcolumnwidth0""> <xsl:choose> <xsl:when test=""$defaultcolumns0 &gt; 0""> <xsl:value-of select=""($tablewidth0 - $sumcolumnwidths0) div $defaultcolumns0"" /> </xsl:when> <xsl:otherwise> <xsl:value-of select=""0.000"" /> </xsl:otherwise> </xsl:choose> </xsl:variable> <xsl:variable name=""columnwidth0_0"" select=""$defaultcolumnwidth0"" /> <fo:table table-layout=""fixed"" width=""{$tablewidth0}in"" space-before.optimum=""1pt"" space-after.optimum=""2pt"" border-collapse=""separate"" border-separation=""0.04167in"" color=""black"" display-align=""center""> <fo:table-column column-width=""{$columnwidth0_0} in"" /> <fo:table-body> <fo:table-row> <fo:table-cell padding-top=""0.02083in"" padding-bottom=""0.02083in"" padding-left=""0.02083in"" padding-right=""0.02083in""> <fo:block padding-top=""1pt"" padding- bottom=""1pt""> <fo:inline> <xsl:text>fg</xsl:text> </fo:inline> </fo:block> </fo:table-cell> </fo:table-row> </fo:table-body> </fo:table> </fo:block> </fo:flow> </fo:page-sequence> </fo:root> </xsl:template> </xsl:stylesheet>";39712;APACHE ;;NABATS
37456;Security - Now in JIRA;Other;Signing throws an exception if custom resource resolver is registered;This seems to be a regression in 1.3. I registered my custom ResourceResolverSpi implementation using ResourceResolver.registerAtStart method. Signing now raises a class cast exception, trace follows: --------------------------------------------------------- java.lang.ClassCastException at org.apache.xml.security.utils.resolver.ResourceResolver.getInstance (ResourceResolver.java:104) at org.apache.xml.security.utils.resolver.ResourceResolver.getInstance (ResourceResolver.java:160) at org.apache.xml.security.signature.Reference.getContentsBeforeTransformation (Reference.java:378) at org.apache.xml.security.signature.Reference.dereferenceURIandPerformTransforms (Reference.java:602) at org.apache.xml.security.signature.Reference.calculateDigest (Reference.java:688) at org.apache.xml.security.signature.Reference.generateDigestValue (Reference.java:354) at org.apache.xml.security.signature.Manifest.generateDigestValues (Manifest.java:183) at org.apache.xml.security.signature.XMLSignature.sign (XMLSignature.java:498) --------------------------------------------------------- At run-time the resolver instance is of type ResourceResolverSpi but attempt is being made to cast it to ResourceResolverSpi.;37456;APACHE ;;NABATS
1782;Xerces-J;Other;< and > are not quoted properly in HTML and XHTML output;The angle brackets (< and >) are not quoted properly by org.apache.xml.serialize.HTMLSerialzier and org.apache.xml.serialize.XHTMLSerializer. However, org.apache.xml.serialize.XMLSerializer seems to work fine.;1782;APACHE ;;NABATS
10107;Apache httpd-2;Other;Random (frequent) error - pages not loading in Netscape 4,x;"I have recently upgraded to 2.0.39, and I have noticed a problem with view pages in Netscape 4.x. I have checked this problem on Netscape 4.77 on a PC, 4.79 on a PC, and 4.73 on a Mac, all have the same problem. I have searched the mailing list archives, and have found nothing mentioned of this problem. I have checked the error logs, and nothing is written to them which might give any clue. My platform in Windows 2000. The problem is this - when I try to view a page in any of the above versions of Netscape, I get an error message. The page sometimes doesn't load at all, the pages sometimes half-loads, and sometimes there is no error message at all. I haven't noticed a pattern which occurs. The error message is this: ""A network error occured while Netscape was receiving data. (Network error: Connection reset by peer)\n\nTry connecting again."" I uninstalled 2.0.39, and reinstalled 2.0.36 with the same conf file, and viewed the same HTML page, and it worked fine - therefore I assume it has something to do with the core of the new version. The above URL (http://www.pencarrowlodge.co.nz) is one of the sites we host. If it's any use to you, there are others: http://www.shoeclinic.wb.gs http://www.zevi.net/3d.asp The last one you will notice is an ASP page - this is because there is an IIS web server sitting on a different port (4040) on the same machine as we have some ASP sites we host (I know, I know...) All of the above sites do the same thing now, and all of the above sites were fine before I upgraded. I have tried adding the following line to httpd.conf: BrowserMatch Mozilla nokeepalive downgrade-1.0 force-response-1.0 and a few other varieties of that line, like different combinations of the three commands - I'm no genius, but I though it was worth a try - it didn't change anything though. Erm... I don't think I've forgotten anything... oh yes - all the sites work fine in Mozilla 1.1a on the PC, IE6 on the PC, and IE 5 on the Mac. And if you want to find a version of Netscape 4, you can find one at: http://wp.netscape.com/download/0402101/10000-----_qual.html Give me a yell if you need any more info, and I apologise hugely if I have wasted anyone's time - the last thing I want to do is take you away from making what is the world's most kick-ass web server... :) Thanks, Matt Parlane Zevi Interactive matt@zevi.net";10107;APACHE ;;NABATS
