Bug-ID;Project;Classification;Summary;Description
CB221;Nginx;Configuration;wrong path;wrong path
CB222;Nginx;Configuration;environment variable PUBLIC_URL was not defined to / ;environment variable PUBLIC_URL was not defined to / 
CB223;Nginx;Configuration;https and http should listen to different port;https and http should listen to different port
CB224;Nginx;Configuration;wrong port;wrong port
CB225;Nginx;Configuration;https and http should listen to different port;https and http should listen to different port
CB226;Nginx;Configuration;wrong user name;wrong user name
CB227;Nginx;Configuration;with a trailing slash) in proxy_pass;with a trailing slash) in proxy_pass
CB228;Nginx;Configuration;IP not localhost name;IP not localhost name
CB229;PostgreSQL;Configuration;path incomplete;path incomplete
CB230;PHP;Configuration;wrong path;wrong path
CB231;PHP;Configuration;wrong path;wrong path
CB232;Apache httpd;Configuration;missing the leading /;missing the leading /
CB233;Nginx;Configuration;wrong IP;wrong IP
CB234;Nginx;Configuration;listen 2 port for nginx;listen 2 port for nginx
CB235;Nginx;Configuration;set the wrong port;set the wrong port
CB236;PostgreSQL;Configuration;set the wrong port;set the wrong port
CB237;PostgreSQL;Configuration;set the wrong port;set the wrong port
CB238;MySQL;Configuration;"intermittent MySQL crashes with error ""Fatal error: cannot allocate memory for the buffer pool""";"intermittent MySQL crashes with error ""Fatal error: cannot allocate memory for the buffer pool"""
CB239;Apache httpd;Configuration;Apache reverse proxy not working and generates a 404 error;Apache reverse proxy not working and generates a 404 error
CB240;Hadoop;Configuration;wrong configuration file format;wrong configuration file format
